created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2025-06-29 23:26:32 UTC,279,2025-06-30 02:03:42,23.78,22.0,40,48,8,11,11
2025-06-29 23:27:00 UTC,280,2025-06-30 02:23:24,23.44,32.0,54,78,10,14,15
2025-06-29 23:57:03 UTC,281,2025-06-30 02:33:14,24.03,22.0,50,60,8,12,12
2025-06-29 23:57:31 UTC,282,2025-06-30 02:52:56,23.44,32.0,58,58,10,14,15
2025-06-30 00:27:32 UTC,283,2025-06-30 03:02:48,23.91,28.0,58,58,9,13,13
2025-06-30 00:28:00 UTC,284,2025-06-30 03:22:31,22.78,40.0,62,64,17,25,29
2025-06-30 00:58:01 UTC,285,2025-06-30 03:32:21,22.78,44.0,70,78,26,38,44
2025-06-30 00:58:30 UTC,286,2025-06-30 03:52:04,22.11,36.0,68,84,32,47,55
2025-06-30 01:28:31 UTC,287,2025-06-30 04:01:55,22.11,44.0,84,104,39,58,69
2025-06-30 01:29:00 UTC,288,2025-06-30 04:21:36,21.44,48.0,84,102,36,53,63
2025-06-30 01:59:00 UTC,289,2025-06-30 04:31:28,21.78,50.0,82,100,33,48,56
2025-06-30 01:59:29 UTC,290,2025-06-30 04:51:10,21.11,42.0,70,90,20,29,34
2025-06-30 02:29:31 UTC,291,2025-06-30 05:01:00,21.44,40.0,62,64,15,22,25
2025-06-30 02:30:00 UTC,292,2025-06-30 05:20:43,20.78,40.0,66,78,21,30,35
2025-06-30 03:00:00 UTC,293,2025-06-30 05:30:33,21.44,38.0,70,98,20,29,34
2025-06-30 03:00:29 UTC,294,2025-06-30 05:50:16,20.78,40.0,76,88,23,34,40
2025-06-30 03:30:31 UTC,295,2025-06-30 06:00:08,23.03,36.0,66,90,21,31,36
2025-06-30 03:31:00 UTC,296,2025-06-30 06:19:50,21.31,48.0,90,124,29,43,50
2025-06-30 04:01:01 UTC,297,2025-06-30 06:39:32,21.44,24.0,48,54,27,39,46
2025-06-30 04:01:30 UTC,298,2025-06-30 06:59:14,21.78,20.0,40,54,19,27,31
2025-06-30 04:31:31 UTC,299,2025-06-30 07:09:04,22.11,12.0,28,28,11,16,18
2025-06-30 04:32:00 UTC,300,2025-06-30 07:28:47,22.44,32.0,48,48,19,27,31
2025-06-30 05:02:03 UTC,301,2025-06-30 07:38:38,22.78,34.0,60,66,15,21,24
2025-06-30 05:02:32 UTC,302,2025-06-30 07:58:20,23.11,32.0,66,72,19,27,31
2025-06-30 05:32:33 UTC,303,2025-06-30 08:08:12,23.91,34.0,70,90,15,22,25
2025-06-30 05:33:02 UTC,304,2025-06-30 08:27:55,23.78,42.0,72,80,19,28,32
2025-06-30 06:03:03 UTC,305,2025-06-30 08:37:45,24.11,44.0,66,74,18,26,30
2025-06-30 06:03:32 UTC,306,2025-06-30 08:57:28,24.64,30.0,60,96,14,20,23
2025-06-30 06:33:32 UTC,307,2025-06-30 09:07:19,24.78,22.0,46,52,12,17,19
2025-06-30 06:34:01 UTC,308,2025-06-30 09:27:01,25.31,42.0,62,72,14,20,23
2025-06-30 07:04:01 UTC,309,2025-06-30 09:36:52,25.98,28.0,50,50,11,16,18
2025-06-30 07:04:30 UTC,310,2025-06-30 09:56:35,26.66,28.0,56,56,17,24,28
2025-06-30 07:34:30 UTC,311,2025-06-30 10:06:26,27.44,24.0,50,50,12,17,20
2025-06-30 07:34:59 UTC,312,2025-06-30 10:26:08,28.31,16.0,30,30,10,14,14
2025-06-30 08:04:59 UTC,313,2025-06-30 10:35:58,29.56,14.0,30,30,11,16,18
2025-06-30 08:05:28 UTC,314,2025-06-30 10:55:41,29.31,16.0,40,40,14,20,23
2025-06-30 08:35:29 UTC,315,2025-06-30 11:05:31,30.98,20.0,34,34,9,13,13
2025-06-30 08:35:58 UTC,316,2025-06-30 11:25:14,30.98,12.0,30,38,9,13,13
2025-06-30 09:05:59 UTC,317,2025-06-30 11:45:02,31.98,18.0,32,32,11,16,18
2025-06-30 09:06:27 UTC,318,2025-06-30 12:04:44,33.0,18.0,28,28,8,11,11
2025-06-30 09:36:28 UTC,319,2025-06-30 12:14:34,33.12,16.0,26,38,6,8,8
2025-06-30 09:36:57 UTC,320,2025-06-30 12:34:16,34.0,6.0,22,22,7,10,10
2025-06-30 10:06:58 UTC,321,2025-06-30 12:44:07,34.31,14.0,24,32,7,10,10
2025-06-30 10:07:27 UTC,322,2025-06-30 13:03:50,34.78,10.0,24,24,7,10,10
2025-06-30 10:37:27 UTC,323,2025-06-30 13:13:40,35.91,6.0,16,16,5,7,7
2025-06-30 10:37:56 UTC,324,2025-06-30 13:33:23,35.66,18.0,34,42,8,11,11
2025-06-30 11:07:57 UTC,325,2025-06-30 13:43:13,35.44,8.0,26,26,4,5,5
2025-06-30 11:08:25 UTC,326,2025-06-30 14:02:56,35.31,12.0,34,34,8,11,11
2025-06-30 11:38:27 UTC,327,2025-06-30 14:12:48,36.22,14.0,28,70,5,7,7
2025-06-30 11:38:56 UTC,328,2025-06-30 14:32:30,36.0,10.0,20,20,4,6,6
2025-06-30 12:08:58 UTC,329,2025-06-30 14:42:21,36.31,8.0,20,20,5,7,7
2025-06-30 12:09:27 UTC,330,2025-06-30 15:02:04,36.31,8.0,16,16,5,7,7
2025-06-30 12:39:27 UTC,331,2025-06-30 15:11:56,36.66,8.0,18,18,6,8,8
2025-06-30 12:39:56 UTC,332,2025-06-30 15:31:39,37.0,10.0,24,24,4,6,6
2025-06-30 13:09:56 UTC,333,2025-06-30 15:41:30,37.31,4.0,12,12,3,4,4
2025-06-30 13:10:25 UTC,334,2025-06-30 16:01:12,37.66,12.0,28,28,4,6,6
2025-06-30 13:40:25 UTC,335,2025-06-30 16:11:04,39.22,14.0,32,32,5,7,7
2025-06-30 13:40:54 UTC,336,2025-06-30 16:30:47,39.0,18.0,26,26,3,4,4
2025-06-30 14:10:55 UTC,337,2025-06-30 16:40:39,40.91,18.0,32,32,4,6,6
2025-06-30 14:11:24 UTC,338,2025-06-30 17:00:22,38.66,16.0,26,26,6,8,8
2025-06-30 14:41:25 UTC,339,2025-06-30 17:20:03,38.66,16.0,38,46,7,10,10
2025-06-30 14:41:53 UTC,340,2025-06-30 17:39:46,38.0,24.0,32,32,9,13,13
2025-06-30 15:12:57 UTC,341,2025-06-30 17:49:37,37.66,18.0,34,34,10,14,14
2025-06-30 15:13:26 UTC,342,2025-06-30 18:09:19,37.31,22.0,34,34,6,8,8
2025-06-30 15:43:27 UTC,343,2025-06-30 18:19:11,37.22,24.0,46,46,12,17,20
2025-06-30 15:43:55 UTC,344,2025-06-30 18:38:54,35.31,24.0,38,46,11,15,17
2025-06-30 16:13:56 UTC,345,2025-06-30 18:48:44,35.12,26.0,40,44,8,11,11
2025-06-30 16:14:25 UTC,346,2025-06-30 19:08:27,33.31,26.0,50,50,10,14,14
2025-06-30 16:44:26 UTC,347,2025-06-30 19:18:19,32.91,26.0,48,48,10,14,14
2025-06-30 16:44:54 UTC,348,2025-06-30 19:38:02,30.11,34.0,54,54,10,14,15
2025-06-30 17:14:55 UTC,349,2025-06-30 19:47:53,29.44,28.0,54,66,13,19,22
2025-06-30 17:15:23 UTC,350,2025-06-30 20:07:35,28.11,30.0,50,50,11,15,17
2025-06-30 17:45:24 UTC,351,2025-06-30 20:17:26,27.78,36.0,62,64,15,21,24
2025-06-30 17:45:53 UTC,352,2025-06-30 20:37:08,27.11,38.0,60,70,17,25,29
2025-06-30 18:15:54 UTC,353,2025-06-30 20:46:59,27.44,40.0,66,72,13,19,22
2025-06-30 18:16:23 UTC,354,2025-06-30 21:06:42,26.44,26.0,60,62,14,20,23
2025-06-30 18:46:23 UTC,355,2025-06-30 21:16:33,27.11,38.0,64,68,14,20,23
2025-06-30 18:46:38 UTC,356,2025-06-30 21:26:23,25.78,38.0,68,74,14,20,23
2025-06-30 18:46:54 UTC,357,2025-06-30 21:36:15,25.78,42.0,72,88,13,19,22
2025-06-30 18:47:09 UTC,358,2025-06-30 21:46:10,26.11,40.0,64,90,16,23,26
2025-06-30 19:16:53 UTC,359,2025-06-30 21:56:01,25.44,44.0,70,82,16,23,26
2025-06-30 19:17:08 UTC,360,2025-06-30 22:05:52,25.11,38.0,64,68,21,31,36
2025-06-30 19:17:23 UTC,361,2025-06-30 22:15:43,25.11,44.0,74,84,20,29,34
2025-06-30 19:47:22 UTC,362,2025-06-30 22:25:34,25.11,44.0,78,96,14,20,23
2025-06-30 19:47:37 UTC,363,2025-06-30 22:35:25,24.78,30.0,58,58,16,23,27
2025-06-30 19:47:52 UTC,364,2025-06-30 22:45:16,24.44,30.0,44,56,12,17,20
2025-06-30 20:17:51 UTC,365,2025-06-30 22:55:07,24.78,28.0,46,46,14,20,23
2025-06-30 20:18:06 UTC,366,2025-06-30 23:04:58,24.44,38.0,54,54,13,18,21
2025-06-30 20:18:21 UTC,367,2025-06-30 23:14:49,24.44,30.0,50,50,24,35,41
2025-06-30 20:48:22 UTC,368,2025-06-30 23:24:39,24.91,28.0,54,58,17,24,28
2025-06-30 20:48:37 UTC,369,2025-06-30 23:34:31,24.31,34.0,66,78,14,20,23
2025-06-30 20:48:52 UTC,370,2025-06-30 23:44:22,24.11,30.0,64,72,15,21,24
2025-06-30 21:18:52 UTC,371,2025-06-30 23:54:12,24.11,30.0,60,62,14,20,23
2025-06-30 21:19:07 UTC,372,2025-07-01 00:04:04,23.78,34.0,58,66,13,19,22
2025-06-30 21:19:23 UTC,373,2025-07-01 00:13:55,23.78,24.0,44,44,14,20,23
2025-06-30 21:49:22 UTC,374,2025-07-01 00:23:47,24.58,32.0,66,70,9,13,13
2025-06-30 21:49:37 UTC,375,2025-07-01 00:33:39,23.78,30.0,64,66,11,16,18
2025-06-30 21:49:52 UTC,376,2025-07-01 00:43:30,23.44,28.0,50,50,13,19,22
2025-06-30 22:19:51 UTC,377,2025-07-01 00:53:20,23.44,26.0,58,58,12,17,20
2025-06-30 22:20:06 UTC,378,2025-07-01 01:03:11,23.11,28.0,50,50,14,20,23
2025-06-30 22:20:21 UTC,379,2025-07-01 01:13:03,23.11,36.0,66,78,23,33,38
2025-06-30 22:50:20 UTC,380,2025-07-01 01:22:55,23.44,18.0,38,38,12,17,20
2025-06-30 22:50:35 UTC,381,2025-07-01 01:32:47,23.11,20.0,34,34,11,16,18
2025-06-30 22:50:50 UTC,382,2025-07-01 01:42:38,22.78,28.0,48,48,12,17,20
2025-06-30 23:20:49 UTC,383,2025-07-01 01:52:29,23.11,22.0,44,44,11,16,18
2025-06-30 23:21:04 UTC,384,2025-07-01 02:02:20,22.78,34.0,60,62,12,17,19
2025-06-30 23:21:19 UTC,385,2025-07-01 02:12:11,22.78,28.0,44,44,12,17,20
2025-06-30 23:51:19 UTC,386,2025-07-01 02:22:03,23.91,28.0,52,52,16,23,27
2025-06-30 23:51:34 UTC,387,2025-07-01 02:31:55,22.98,26.0,50,50,16,23,26
2025-06-30 23:51:49 UTC,388,2025-07-01 02:41:46,22.44,24.0,44,48,12,17,20
2025-07-01 00:21:50 UTC,389,2025-07-01 02:51:38,24.58,14.0,24,36,9,13,13
2025-07-01 00:22:05 UTC,390,2025-07-01 03:01:30,22.11,14.0,22,22,9,13,13
2025-07-01 00:22:20 UTC,391,2025-07-01 03:11:21,22.11,24.0,46,58,13,18,21
2025-07-01 00:22:35 UTC,392,2025-07-01 03:21:11,22.11,28.0,58,58,11,16,18
2025-07-01 00:52:20 UTC,393,2025-07-01 03:31:03,22.11,24.0,48,48,9,13,13
2025-07-01 00:52:35 UTC,394,2025-07-01 03:40:54,22.11,22.0,32,32,9,13,13
2025-07-01 00:52:50 UTC,395,2025-07-01 03:50:45,22.44,16.0,32,32,7,10,10
2025-07-01 01:22:50 UTC,396,2025-07-01 04:00:36,22.98,18.0,38,54,8,11,11
2025-07-01 01:23:05 UTC,397,2025-07-01 04:10:27,22.44,18.0,38,38,10,14,15
2025-07-01 01:23:20 UTC,398,2025-07-01 04:20:18,22.44,12.0,36,36,9,13,13
2025-07-01 01:53:19 UTC,399,2025-07-01 04:30:09,22.44,10.0,20,20,6,9,9
2025-07-01 01:53:34 UTC,400,2025-07-01 04:39:59,22.11,6.0,14,14,10,14,15
2025-07-01 01:53:50 UTC,401,2025-07-01 04:49:51,22.23,16.0,28,28,8,11,11
2025-07-01 02:23:50 UTC,402,2025-07-01 04:59:41,22.58,12.0,28,28,7,10,10
2025-07-01 02:24:05 UTC,403,2025-07-01 05:09:33,21.91,16.0,38,56,7,10,10
2025-07-01 02:24:20 UTC,404,2025-07-01 05:19:23,21.44,10.0,26,26,8,11,11
2025-07-01 02:54:19 UTC,405,2025-07-01 05:29:15,21.91,12.0,20,20,8,11,11
2025-07-01 02:54:34 UTC,406,2025-07-01 05:39:07,21.11,20.0,34,34,9,13,13
2025-07-01 02:54:49 UTC,407,2025-07-01 05:48:58,21.11,14.0,20,20,7,10,10
2025-07-01 03:24:48 UTC,408,2025-07-01 05:58:48,21.44,4.0,14,14,9,13,13
2025-07-01 03:25:04 UTC,409,2025-07-01 06:08:40,21.44,12.0,26,26,8,11,11
2025-07-01 03:25:19 UTC,410,2025-07-01 06:18:31,21.44,16.0,36,36,8,11,11
2025-07-01 03:55:18 UTC,411,2025-07-01 06:28:22,21.78,10.0,22,22,9,13,13
2025-07-01 03:55:33 UTC,412,2025-07-01 06:38:13,21.44,8.0,22,22,11,15,17
2025-07-01 03:55:48 UTC,413,2025-07-01 06:48:03,21.78,14.0,30,30,7,10,10
2025-07-01 04:26:01 UTC,414,2025-07-01 06:57:55,22.31,2.0,16,28,9,13,13
2025-07-01 04:26:16 UTC,415,2025-07-01 07:07:46,22.44,2.0,22,22,8,11,11
2025-07-01 04:26:32 UTC,416,2025-07-01 07:17:37,22.78,6.0,12,12,7,10,10
2025-07-01 04:56:31 UTC,417,2025-07-01 07:27:27,24.91,6.0,20,20,7,10,10
2025-07-01 04:56:46 UTC,418,2025-07-01 07:37:19,23.78,8.0,24,24,7,10,10
2025-07-01 04:57:01 UTC,419,2025-07-01 07:47:10,24.11,10.0,22,22,6,8,8
2025-07-01 05:27:01 UTC,420,2025-07-01 07:57:00,26.23,12.0,30,30,8,11,11
2025-07-01 05:27:16 UTC,421,2025-07-01 08:06:52,25.44,6.0,22,22,7,10,10
2025-07-01 05:27:31 UTC,422,2025-07-01 08:16:43,25.78,10.0,22,42,7,10,10
2025-07-01 05:27:46 UTC,423,2025-07-01 08:26:46,27.11,10.0,20,20,4,6,6
2025-07-01 05:57:30 UTC,424,2025-07-01 08:36:38,27.66,8.0,18,18,5,7,7
2025-07-01 05:57:45 UTC,425,2025-07-01 08:46:29,27.66,18.0,30,30,6,8,8
2025-07-01 05:58:00 UTC,426,2025-07-01 08:56:20,28.31,10.0,26,32,4,5,5
2025-07-01 06:28:00 UTC,427,2025-07-01 09:06:11,28.78,4.0,14,14,4,6,6
2025-07-01 06:28:15 UTC,428,2025-07-01 09:16:02,29.11,10.0,20,20,4,6,6
2025-07-01 06:28:30 UTC,429,2025-07-01 09:25:53,29.78,6.0,12,12,4,5,5
2025-07-01 06:58:29 UTC,430,2025-07-01 09:35:43,30.66,4.0,20,20,5,7,7
2025-07-01 06:58:44 UTC,431,2025-07-01 09:45:35,30.98,4.0,10,10,3,4,4
2025-07-01 06:58:59 UTC,432,2025-07-01 09:55:26,31.31,8.0,20,20,5,7,7
2025-07-01 07:28:58 UTC,433,2025-07-01 10:05:16,32.22,8.0,28,28,4,5,5
2025-07-01 07:29:13 UTC,434,2025-07-01 10:15:08,31.44,4.0,14,14,5,7,7
2025-07-01 07:29:29 UTC,435,2025-07-01 10:24:59,32.31,6.0,18,18,5,7,7
2025-07-01 07:59:27 UTC,436,2025-07-01 10:34:51,33.56,8.0,22,22,7,10,10
2025-07-01 07:59:42 UTC,437,2025-07-01 10:44:43,33.31,10.0,24,24,5,7,7
2025-07-01 07:59:57 UTC,438,2025-07-01 10:54:34,33.66,6.0,20,20,6,8,8
2025-07-01 08:29:56 UTC,439,2025-07-01 11:04:24,34.12,26.0,42,42,6,8,8
2025-07-01 08:30:11 UTC,440,2025-07-01 11:14:15,34.66,6.0,20,20,4,5,5
2025-07-01 08:30:26 UTC,441,2025-07-01 11:24:07,35.0,8.0,14,14,7,10,10
2025-07-01 09:00:25 UTC,442,2025-07-01 11:33:59,35.66,8.0,22,22,8,11,11
2025-07-01 09:00:41 UTC,443,2025-07-01 11:43:51,35.66,16.0,30,30,9,13,13
2025-07-01 09:00:56 UTC,444,2025-07-01 11:53:42,35.44,6.0,22,30,7,10,10
2025-07-01 09:30:56 UTC,445,2025-07-01 12:03:33,36.66,8.0,26,26,10,14,15
2025-07-01 09:31:11 UTC,446,2025-07-01 12:13:23,36.66,12.0,30,30,7,10,10
2025-07-01 09:31:26 UTC,447,2025-07-01 12:23:15,37.0,8.0,24,66,15,22,25
2025-07-01 10:01:26 UTC,448,2025-07-01 12:33:05,37.66,14.0,34,46,7,10,10
2025-07-01 10:01:41 UTC,449,2025-07-01 12:42:57,37.66,8.0,26,26,7,10,10
2025-07-01 10:01:56 UTC,450,2025-07-01 12:52:48,37.66,8.0,22,22,8,11,11
2025-07-01 10:31:55 UTC,451,2025-07-01 13:02:39,38.56,8.0,30,40,12,17,20
2025-07-01 10:32:10 UTC,452,2025-07-01 13:12:31,37.31,4.0,20,26,9,13,13
2025-07-01 10:32:26 UTC,453,2025-07-01 13:22:22,37.66,10.0,30,52,12,17,20
2025-07-01 11:02:25 UTC,454,2025-07-01 13:32:13,39.91,20.0,48,98,10,14,14
2025-07-01 11:02:40 UTC,455,2025-07-01 13:42:05,38.0,20.0,52,78,10,14,15
2025-07-01 11:02:56 UTC,456,2025-07-01 13:51:56,37.31,10.0,22,22,12,17,19
2025-07-01 11:03:11 UTC,457,2025-07-01 14:01:47,37.66,12.0,34,56,9,13,13
2025-07-01 11:32:55 UTC,458,2025-07-01 14:11:37,37.66,8.0,22,42,14,20,23
2025-07-01 11:33:10 UTC,459,2025-07-01 14:21:29,38.0,6.0,30,48,15,22,25
2025-07-01 11:33:25 UTC,460,2025-07-01 14:31:20,38.31,4.0,26,26,9,13,13
2025-07-01 12:03:26 UTC,461,2025-07-01 14:41:10,37.78,14.0,34,34,10,14,15
2025-07-01 12:03:41 UTC,462,2025-07-01 14:51:02,37.66,8.0,24,38,8,12,12
2025-07-01 12:03:56 UTC,463,2025-07-01 15:00:53,38.0,14.0,24,36,10,14,14
2025-07-01 12:33:54 UTC,464,2025-07-01 15:10:43,37.78,4.0,24,42,8,11,11
2025-07-01 12:34:10 UTC,465,2025-07-01 15:20:35,38.0,8.0,24,44,6,8,8
2025-07-01 12:34:25 UTC,466,2025-07-01 15:30:26,37.66,6.0,28,64,7,10,10
2025-07-01 13:04:23 UTC,467,2025-07-01 15:40:16,38.56,10.0,32,40,8,11,11
2025-07-01 13:04:39 UTC,468,2025-07-01 15:50:08,38.0,10.0,30,36,9,13,13
2025-07-01 13:04:54 UTC,469,2025-07-01 15:59:59,38.44,4.0,34,42,8,11,11
2025-07-01 13:34:53 UTC,470,2025-07-01 16:09:51,38.91,2.0,14,14,10,14,15
2025-07-01 13:35:08 UTC,471,2025-07-01 16:19:43,39.0,4.0,30,30,9,13,13
2025-07-01 13:35:23 UTC,472,2025-07-01 16:29:34,39.31,12.0,30,30,8,12,12
2025-07-01 14:05:23 UTC,473,2025-07-01 16:39:24,39.31,14.0,34,42,10,14,14
2025-07-01 14:05:38 UTC,474,2025-07-01 16:49:16,39.31,10.0,26,34,9,13,13
2025-07-01 14:05:53 UTC,475,2025-07-01 16:59:07,39.31,18.0,30,58,8,11,11
2025-07-01 14:35:52 UTC,476,2025-07-01 17:08:57,39.31,18.0,38,54,10,14,14
2025-07-01 14:36:07 UTC,477,2025-07-01 17:18:49,38.31,16.0,30,42,10,14,14
2025-07-01 14:36:22 UTC,478,2025-07-01 17:28:39,38.0,30.0,66,104,9,13,13
2025-07-01 15:06:22 UTC,479,2025-07-01 17:38:31,37.12,20.0,40,40,11,16,18
2025-07-01 15:06:37 UTC,480,2025-07-01 17:48:21,37.31,20.0,40,62,9,13,13
2025-07-01 15:06:52 UTC,481,2025-07-01 17:58:13,36.44,18.0,42,58,8,11,11
2025-07-01 15:36:51 UTC,482,2025-07-01 18:08:04,36.66,16.0,38,68,7,10,10
2025-07-01 15:37:06 UTC,483,2025-07-01 18:17:55,35.44,12.0,32,36,8,11,11
2025-07-01 15:37:21 UTC,484,2025-07-01 18:27:46,34.78,22.0,50,50,9,13,13
2025-07-01 16:07:19 UTC,485,2025-07-01 18:37:37,35.44,12.0,42,42,8,11,11
2025-07-01 16:07:34 UTC,486,2025-07-01 18:47:28,34.31,12.0,28,40,11,16,18
2025-07-01 16:07:50 UTC,487,2025-07-01 18:57:19,33.78,12.0,26,38,10,14,14
2025-07-01 16:08:05 UTC,488,2025-07-01 19:07:09,34.34,16.0,44,44,7,10,10
2025-07-01 16:37:50 UTC,489,2025-07-01 19:17:01,32.78,12.0,28,28,6,8,8
2025-07-01 16:38:05 UTC,490,2025-07-01 19:26:52,32.12,14.0,36,60,6,9,9
2025-07-01 16:38:20 UTC,491,2025-07-01 19:36:43,31.78,16.0,38,46,7,10,10
2025-07-01 17:08:19 UTC,492,2025-07-01 19:46:34,31.44,16.0,30,34,7,10,10
2025-07-01 17:08:34 UTC,493,2025-07-01 19:56:25,31.11,8.0,24,24,8,11,11
2025-07-01 17:08:49 UTC,494,2025-07-01 20:06:15,30.78,12.0,24,24,7,10,10
2025-07-01 17:38:48 UTC,495,2025-07-01 20:16:07,30.44,22.0,36,36,9,13,13
2025-07-01 17:39:04 UTC,496,2025-07-01 20:25:58,30.11,16.0,32,32,5,7,7
2025-07-01 17:39:19 UTC,497,2025-07-01 20:35:49,29.78,10.0,24,24,8,11,11
2025-07-01 18:09:19 UTC,498,2025-07-01 20:45:39,30.36,14.0,32,32,3,4,4
2025-07-01 18:09:34 UTC,499,2025-07-01 20:55:31,29.78,14.0,24,24,8,11,11
2025-07-01 18:09:49 UTC,500,2025-07-01 21:05:22,29.44,12.0,22,22,6,8,8
2025-07-01 18:39:48 UTC,501,2025-07-01 21:15:12,29.91,8.0,20,20,7,10,10
2025-07-01 18:40:03 UTC,502,2025-07-01 21:25:04,29.11,12.0,22,34,8,11,11
2025-07-01 18:40:18 UTC,503,2025-07-01 21:34:55,29.11,12.0,20,32,3,4,4
2025-07-01 19:10:17 UTC,504,2025-07-01 21:44:47,29.56,10.0,28,28,7,10,10
2025-07-01 19:10:36 UTC,505,2025-07-01 21:54:39,28.78,14.0,26,26,8,11,11
2025-07-01 19:10:51 UTC,506,2025-07-01 22:04:30,28.44,8.0,26,26,9,13,13
2025-07-01 19:40:46 UTC,507,2025-07-01 22:14:20,28.78,8.0,20,20,6,8,8
2025-07-01 19:41:01 UTC,508,2025-07-01 22:24:11,28.44,14.0,20,20,7,10,10
2025-07-01 19:41:16 UTC,509,2025-07-01 22:34:03,28.56,10.0,20,20,5,7,7
